timeStamp,humedad,temperatura,sonido
14/04/2023 15:06:58,57,27,223
14/04/2023 15:06:58,57,27,223
14/04/2023 15:06:59,57,27,36
14/04/2023 15:06:59,57,27,70
14/04/2023 15:06:59,57,27,43
14/04/2023 15:06:59,57,27,55
14/04/2023 15:07:00,57,27,69
14/04/2023 15:07:00,57,27,59
14/04/2023 15:07:00,57,27,10
14/04/2023 15:07:00,57,27,34
14/04/2023 15:07:01,57,27,62
14/04/2023 15:07:01,57,27,63
14/04/2023 15:07:01,58,27,63
14/04/2023 15:07:01,58,27,63
14/04/2023 15:07:02,58,27,56
14/04/2023 15:07:02,58,27,56
14/04/2023 15:07:02,58,27,46
14/04/2023 15:07:02,58,27,60
14/04/2023 15:07:03,58,27,74
14/04/2023 15:07:03,58,27,60
14/04/2023 15:07:03,58,27,60
14/04/2023 15:07:03,58,27,60
14/04/2023 15:07:04,58,27,50
14/04/2023 15:07:04,58,27,62
14/04/2023 15:07:04,58,27,59
14/04/2023 15:07:04,58,27,59
14/04/2023 15:07:05,58,27,65
14/04/2023 15:07:05,58,27,57
14/04/2023 15:07:05,59,28,59
14/04/2023 15:07:05,59,28,56
14/04/2023 15:07:06,59,28,59
14/04/2023 15:07:06,59,28,59
14/04/2023 15:07:06,59,28,59
14/04/2023 15:07:06,59,28,58
14/04/2023 15:07:07,59,28,59
14/04/2023 15:07:07,59,28,62
14/04/2023 15:07:07,59,28,54
14/04/2023 15:07:07,59,28,59
14/04/2023 15:07:08,59,28,80
14/04/2023 15:07:08,59,28,58
14/04/2023 15:07:08,59,28,61
14/04/2023 15:07:08,59,28,58
14/04/2023 15:07:09,59,28,67
14/04/2023 15:07:09,59,28,82
14/04/2023 15:07:09,60,28,59
14/04/2023 15:07:09,60,28,58
14/04/2023 15:07:10,60,28,58
14/04/2023 15:07:10,60,28,54
14/04/2023 15:07:10,60,28,60
14/04/2023 15:07:10,60,28,59
14/04/2023 15:07:11,60,28,55
14/04/2023 15:07:11,60,28,50
14/04/2023 15:07:11,61,28,59
14/04/2023 15:07:12,61,28,59
14/04/2023 15:07:12,61,28,59
14/04/2023 15:07:12,61,28,47
14/04/2023 15:07:12,61,28,44
14/04/2023 15:07:13,61,28,53
14/04/2023 15:07:13,61,28,59
14/04/2023 15:07:13,61,28,59
14/04/2023 15:07:13,61,28,59
14/04/2023 15:07:14,61,28,52
14/04/2023 15:07:14,61,28,58
14/04/2023 15:07:14,61,28,58
14/04/2023 15:07:14,61,28,56
14/04/2023 15:07:15,61,28,54
14/04/2023 15:07:15,61,28,57
14/04/2023 15:07:15,61,28,58
14/04/2023 15:07:15,61,29,57
14/04/2023 15:07:16,61,29,57
14/04/2023 15:07:16,61,29,59
14/04/2023 15:07:16,61,29,56
14/04/2023 15:07:16,61,29,57
14/04/2023 15:07:17,61,29,57
14/04/2023 15:07:17,61,29,55
14/04/2023 15:07:17,61,29,53
14/04/2023 15:07:17,62,29,55
14/04/2023 15:07:18,62,29,57
14/04/2023 15:07:18,62,29,57
14/04/2023 15:07:18,62,29,55
14/04/2023 15:07:18,62,29,58
14/04/2023 15:07:19,62,29,60
14/04/2023 15:07:19,62,29,59
14/04/2023 15:07:19,62,29,59
14/04/2023 15:07:19,63,29,63
14/04/2023 15:07:20,63,29,63
14/04/2023 15:07:20,63,29,59
14/04/2023 15:07:20,63,29,59
14/04/2023 15:07:20,63,29,59
14/04/2023 15:07:21,63,29,59
14/04/2023 15:07:21,63,29,59
14/04/2023 15:07:21,63,29,59
14/04/2023 15:07:21,63,29,59
14/04/2023 15:07:22,63,29,59
14/04/2023 15:07:22,63,29,59
14/04/2023 15:07:22,63,29,58
14/04/2023 15:07:22,63,29,58
14/04/2023 15:07:23,63,29,58
14/04/2023 15:07:23,63,29,58
14/04/2023 15:07:23,63,29,58
14/04/2023 15:07:23,63,29,58
14/04/2023 15:07:24,63,29,58
14/04/2023 15:07:24,63,29,58
14/04/2023 15:07:24,63,29,58
14/04/2023 15:07:24,63,29,58
14/04/2023 15:07:25,63,29,58
14/04/2023 15:07:25,63,29,58
14/04/2023 15:07:25,63,29,58
14/04/2023 15:07:26,62,29,58
14/04/2023 15:07:26,62,29,58
14/04/2023 15:07:26,62,29,58
14/04/2023 15:07:26,62,29,58
14/04/2023 15:07:27,62,29,58
